"","SAMPLE_ID","SeqLength_R1","percentGC_R1","phred20.21_R1","phred48.49_R1","phred76.77_R1","phred100.101_R1","phredGT30_R1","phredGT35_R1","Adapter50.51_R1","Adapter70.71_R1","Adapter88.89_R1","SeqLength_R2","percentGC_R2","phred20.21_R2","phred48.49_R2","phred76.77_R2","phred100.101_R2","phredGT30_R2","phredGT35_R2","Adapter50.51_R2","Adapter70.71_R2","Adapter88.89_R2","ERCCsumLogErr","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","kmer_content","Adapter90_R1","Adapter90_R2","gene_Unassigned_Read_Type","gene_Unassigned_Singleton","gene_Unassigned_NonSplit","gene_Unassigned_Overlapping_Length"
"R19033","R19033","101","46","41.0","41.0","41.0","41.0",0.973225748670983,0.884547923780309,0.0590220999619815,0.281943404026403,1.15675012351566,"101","47","37.0","32.0","32.0","29.5",0.537990288970303,0.289186389137502,0.055742188264559,0.245209727518222,0.97668045059937,-13.7430026749506,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19033_accepted_hits.sorted.bam",FALSE,134881680,109438565,25443115,0.8114,0.6684,115777672,2280895,0.0193200295239904,0.479648279063995,33189467,4049966,9417994,22537999,0,0,0,0,0,0,0,2.32905216585732e-05,"PASS","PASS","PASS","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19034","R19034","101","46","41.0","41.0","41.0","41.0",0.972819468463764,0.880678403035559,0.0494590155564307,0.224799345652232,0.91083386876546,"101","47","41.0","41.0","39.0","39.0",0.86644899939489,0.723191279946496,0.0545379326068307,0.231483295275947,0.910998163438318,-17.4155331965274,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19034_accepted_hits.sorted.bam",FALSE,63300896,57316712,5984184,0.9055,0.853,59079244,1471430,0.0243008029935389,0.536589383259645,17018280,2400143,3237534,9059691,0,0,0,0,0,0,0,2.5795791349067e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19035","R19035","101","47","41.0","41.0","41.0","41.0",0.97843876782578,0.897786727024816,0.168749428857063,1.32252794579225,6.78127704563437,"101","47","41.0","41.0","41.0","39.0",0.889313196642803,0.77545087287572,0.171993818179938,1.29530527712965,6.59531496453754,-7.42953973376679,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19035_accepted_hits.sorted.bam",FALSE,43706222,35372492,8333730,0.8093,0.721,36824309,701482,0.0186933301419283,0.402221023717567,7997032,892622,2396213,8596316,0,0,0,0,0,0,0,0.000187694634709477,"PASS","PASS","PASS/WARN","PASS","WARN","WARN","PASS","PASS","WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19036","R19036","101","49","41.0","41.0","41.0","41.0",0.975775602279833,0.892437015107309,0.237690515962369,1.2306560773378,5.81808745546743,"101","50","41.0","41.0","41.0","41.0",0.932840264041282,0.840719106129681,0.247364411067933,1.22561520447801,5.72866771518429,-16.9668400400369,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19036_accepted_hits.sorted.bam",FALSE,49773126,35579568,14193558,0.7148,0.6463,36658665,1340518,0.0352775479409649,0.369518420968016,7538903,670981,3146107,9045977,0,0,0,0,0,0,0,0.00030641062764702,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN/FAIL","PASS","PASS","WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19037","R19037","101","48","41.0","41.0","41.0","41.0",0.976430273914988,0.888685641494494,0.172073975103496,0.881231414267891,3.82757674307274,"101","48","41.0","41.0","41.0","41.0",0.939777262955496,0.856145613051942,0.181519707712881,0.887042865677668,3.79918007132664,-14.3241790265171,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19037_accepted_hits.sorted.bam",FALSE,94158922,75322265,18836657,0.7999,0.7384,78315576,2305936,0.0286019939690538,0.412610097579448,17479959,1780124,5975423,17128845,0,0,0,0,0,0,0,0.00013295225692463,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19038","R19038","101","46","41.0","41.0","41.0","41.0",0.96512635557513,0.840608903708668,0.060407266249593,0.332877042276029,1.84718243470297,"101","46","41.0","41.0","39.0","39.0",0.858563754688471,0.708001521925381,0.0626236065455994,0.324811866289783,1.77362872051577,-9.34580737602065,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19038_accepted_hits.sorted.bam",FALSE,52112936,45054508,7058428,0.8646,0.8094,46368222,1015963,0.0214409723412991,0.501992264238676,12480110,1490793,2446976,8443281,0,0,0,0,0,0,0,8.25313238424982e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19039","R19039","101","48","41.0","41.0","41.0","41.0",0.966797491936957,0.85655567658919,0.0889580349411552,0.508170441139279,2.64062980662257,"101","48","41.0","41.0","39.0","39.0",0.892118034432206,0.761013492835118,0.0922593854607489,0.501794281807965,2.56109442211096,-8.32049588298675,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19039_accepted_hits.sorted.bam",FALSE,363729932,288798937,74930995,0.794,0.7459,304146595,9196734,0.0293503424162574,0.48190533071948,79511838,9836105,25666595,49980188,0,0,0,0,0,0,0,0.000153712960326738,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19040","R19040","101","47","41.0","41.0","41.0","41.0",0.964468373931693,0.83980619355496,0.0796592706043024,0.446972203217102,2.34586262273859,"101","48","41.0","41.0","41.0","39.0",0.912283684432835,0.782833969447412,0.0845818597235003,0.446934422623411,2.29325981318696,-7.47436833801399,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19040_accepted_hits.sorted.bam",FALSE,89993292,74799522,15193770,0.8312,0.7858,79272238,1607825,0.0198791264541918,0.48103027990426,20279732,2544034,6134648,13200537,0,0,0,0,0,0,0,0.000106806145169966,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19041","R19041","101","48","41.0","41.0","41.0","41.0",0.97742726976722,0.877965014587154,0.168802821335222,0.660779020734808,2.8481993465304,"101","48","41.0","41.0","41.0","39.0",0.909245137540231,0.787434962819224,0.169943930831657,0.654021107097161,2.79915717895014,-9.62636272388781,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19041_accepted_hits.sorted.bam",FALSE,231003248,192681053,38322195,0.8341,0.7755,204195877,4454513,0.0213491716933767,0.534307819914105,58126729,8190899,15689425,26781789,0,0,0,0,0,0,0,0.000111239701790204,"PASS","PASS","PASS/WARN","PASS","WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19042","R19042","101","48","41.0","41.0","41.0","41.0",0.976606327204442,0.893459995729273,0.120453494209209,0.84766304824549,4.34555254363701,"101","48","41.0","41.0","41.0","41.0",0.913502013761634,0.811968587422064,0.124274048873995,0.843492057144727,4.28640619159539,-11.933756016935,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19042_accepted_hits.sorted.bam",FALSE,213162766,172244251,40918515,0.808,0.7455,182560660,4227691,0.0226335902499616,0.484034455779193,47454224,5967166,14888913,29728635,0,0,0,0,0,0,0,0.00012858707793852,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19043","R19043","101","47","41.0","41.0","41.0","41.0",0.978134763048103,0.895540661928856,0.115722814324349,0.617883865720664,2.64240869415936,"101","48","41.0","41.0","39.0","39.0",0.843403314495162,0.704706629919217,0.116115873501344,0.603172959455215,2.55649903137145,-9.51479785434559,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19043_accepted_hits.sorted.bam",FALSE,116267480,97665967,18601513,0.84,0.7681,101659146,2519993,0.0241890365402233,0.515402381590253,28534053,3530385,7026394,16271840,0,0,0,0,0,0,0,9.3677543810548e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19044","R19044","101","45","41.0","41.0","41.0","41.0",0.971246990639258,0.876672092372145,0.044477837131509,0.145390576235526,0.499543153998455,"101","46","41.0","41.0","39.0","39.0",0.864839806391276,0.721262968065297,0.0516282171891209,0.155860100159149,0.506959763873065,-17.7141021419762,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19044_accepted_hits.sorted.bam",FALSE,137475210,125228977,12246233,0.9109,0.8621,128022046,2899879,0.0221496819573956,0.526534114595075,36142331,3457749,5784248,23257627,0,0,0,0,0,0,0,1.63243483105724e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19045","R19045","101","49","41.0","41.0","41.0","41.0",0.962481809398806,0.839299719822868,0.229511871778614,1.80635780088399,7.40016069594764,"101","49","41.0","41.0","39.0","37.0",0.790862908581162,0.597222016487261,0.245974299298187,1.79550104595654,7.21941527122693,-21.1758388413586,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19045_accepted_hits.sorted.bam",FALSE,82630584,59421545,23209039,0.7191,0.6364,61239375,2218301,0.0349571736601258,0.455734979898949,15942182,1646241,5111510,12281323,0,0,0,0,0,0,0,0.000107011700154973,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19046","R19046","101","45","41.0","41.0","41.0","41.0",0.964280413795558,0.856120983596797,0.0518480076736592,0.277638164574405,1.53527508581594,"101","46","41.0","41.0","39.0","39.0",0.851629576964783,0.702861243953543,0.0568547238243418,0.285137867816096,1.52083472477373,-16.7863321274991,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19046_accepted_hits.sorted.bam",FALSE,101244006,89244398,11999608,0.8815,0.8236,92082240,1688421,0.0180058557974759,0.45364862768495,22470220,1748567,4874217,20439208,0,0,0,0,0,0,0,4.61499709393143e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19047","R19047","101","46","41.0","41.0","41.0","41.0",0.967654592933742,0.858021201152589,0.0789845252938442,0.337747016311029,1.47711861499036,"101","47","41.0","41.0","39.0","39.0",0.871875726639178,0.720472644055512,0.0848365978584504,0.344692678703172,1.46155546475722,-23.712621331196,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19047_accepted_hits.sorted.bam",FALSE,73153570,61933955,11219615,0.8466,0.7901,63050709,1517636,0.0235043348253699,0.420879887984752,14415278,1232635,3195607,15406817,0,0,0,0,0,0,0,6.89546188425919e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19048","R19048","101","47","41.0","41.0","41.0","41.0",0.968114210769263,0.866062037771182,0.0767201147183389,0.408253020426396,2.26223687334735,"101","47","41.0","41.0","39.0","39.0",0.904478627565412,0.780000462621024,0.083758849816141,0.41903048497423,2.24828162558315,-15.8988886776503,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19048_accepted_hits.sorted.bam",FALSE,109636176,93165499,16470677,0.8498,0.7929,95388764,3274395,0.0331876156529713,0.421334677384113,21982975,1848544,6543064,21800033,0,0,0,0,0,0,0,7.22377203267529e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19050","R19050","101","46","41.0","41.0","41.0","41.0",0.964206040490343,0.754730872942064,0.29221962316972,0.658577201647105,1.73176301620573,"101","47","37.0","32.0","27.0","22.0",0.39724647025334,0.161413576891394,0.25354704509016,0.518813876450665,1.337808648937,-24.8218513814262,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19050_accepted_hits.sorted.bam",FALSE,125155866,80332168,44823698,0.6419,0.4877,85012911,1592500,0.0183879965652493,0.49716666576505,26743727,2738083,7590553,16719914,0,0,0,0,0,0,0,5.12269662339883e-05,"PASS","PASS/WARN","WARN","PASS","FAIL/WARN","WARN/FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19051","R19051","101","48","41.0","41.0","41.0","41.0",0.96916277201928,0.854115446221849,0.140831181329111,0.898543406451164,3.94441379953841,"101","48","41.0","41.0","39.0","37.0",0.860349516588042,0.689370956130216,0.143775836628804,0.889632599593658,3.8827361235749,-26.0361269393157,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19051_accepted_hits.sorted.bam",FALSE,109316700,86554051,22762649,0.7918,0.7273,89951992,2900567,0.0312384174570784,0.477389203960162,23723149,2508701,7014747,16446921,0,0,0,0,0,0,0,9.75418566902733e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN/FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19052","R19052","101","47","41.0","41.0","41.0","41.0",0.964782418753219,0.825351829109279,0.0949666429453112,0.555510938899209,2.80758282312998,"101","47","41.0","41.0","39.0","37.0",0.7873732640699,0.594295912538438,0.096422328793092,0.529946973473574,2.62526963455865,-12.9677766018813,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19052_accepted_hits.sorted.bam",FALSE,111219052,88660457,22558595,0.7972,0.7231,92612286,2671615,0.0280384721024384,0.531842432358872,27208193,4194704,6668557,13086918,0,0,0,0,0,0,0,0.000121360503433653,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19053","R19053","101","49","41.0","41.0","41.0","41.0",0.962208011722443,0.815974019846359,0.114237731050434,0.632241843291555,3.04820062327022,"101","51","37.0","32.0","32.0","27.0",0.522668744498392,0.297210689693045,0.0969703265574195,0.499312926352691,2.31891636322401,-7.74059896252951,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19053_accepted_hits.sorted.bam",FALSE,55486046,35827070,19658976,0.6457,0.5154,39127642,1168308,0.0289931866601979,0.4304904791393,10378992,1715748,5215363,6799587,0,0,0,0,0,0,0,0.000177281184916608,"PASS","PASS","WARN","PASS","WARN/FAIL","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19054","R19054","101","49","41.0","41.0","41.0","41.0",0.962828768663818,0.823824402959682,0.0947104044475971,0.531351465134922,2.62243003050803,"101","49","41.0","41.0","39.0","39.0",0.874094044302958,0.714061546624221,0.0974468993119835,0.519801380646724,2.52019642785054,-10.7254315933246,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19054_accepted_hits.sorted.bam",FALSE,69358800,55350082,14008718,0.798,0.7354,59405502,1164223,0.0192212033321928,0.506809782840857,16206448,2807582,5243257,7720091,0,0,0,0,0,0,0,0.00011217757277844,"PASS","PASS","WARN","PASS","WARN/FAIL","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19055","R19055","101","47","41.0","41.0","41.0","41.0",0.972097342304937,0.875812329670329,0.0621869079392465,0.263168393641994,0.848761839300609,"101","48","41.0","41.0","39.0","39.0",0.876418094764796,0.741552303723468,0.0698837868878667,0.27413787260398,0.856066066309108,-24.7598075166505,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19055_accepted_hits.sorted.bam",FALSE,133196846,116060827,17136019,0.8713,0.8186,121801683,3454635,0.0275805249201082,0.53676282874775,35358728,6158745,9076708,15279844,0,0,0,0,0,0,0,5.04260221125602e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19056","R19056","101","47","41.0","41.0","41.0","41.0",0.968171944881822,0.84208314253423,0.143548580795191,0.76726020219187,3.15961629842299,"101","48","41.0","41.0","41.0","39.0",0.91220364215625,0.788445527701602,0.153056225717155,0.782566836215172,3.180853410254,-20.3307719631422,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19056_accepted_hits.sorted.bam",FALSE,59320684,49144267,10176417,0.8285,0.7745,51238384,1366589,0.0259783233801869,0.505892079148359,13993412,1573051,3647874,8446527,0,0,0,0,0,0,0,0.000101547785486485,"PASS","PASS","FAIL","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19057","R19057","101","47","41.0","41.0","41.0","41.0",0.97129108362579,0.869356676219132,0.0956231659613804,0.445230378250086,1.79858068448659,"101","48","37.0","32.0","29.5","24.5",0.504966115314226,0.268990905976652,0.0917166316159179,0.387304246069449,1.51745542833503,-21.5702112994988,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19057_accepted_hits.sorted.bam",FALSE,97784882,72710521,25074361,0.7436,0.5917,77401427,2383165,0.0298699904362486,0.464841991456381,22358897,2662952,8102668,14975477,0,0,0,0,0,0,0,7.51378746456053e-05,"PASS","PASS/WARN","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN/PASS","FAIL/WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19058","R19058","101","45","41.0","41.0","41.0","41.0",0.97224012452628,0.880592467497865,0.0561660183174687,0.251121982048389,1.09200882443527,"101","45","41.0","41.0","39.0","39.0",0.877202979702484,0.741824750908437,0.0605582504039299,0.256126016630933,1.0890466806834,-27.4409579306226,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19058_accepted_hits.sorted.bam",FALSE,39228346,34904197,4324149,0.8898,0.8395,35591876,858393,0.0235497027470497,0.483903030724631,9265677,809571,1642813,7429736,0,0,0,0,0,0,0,3.34568105492993e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN/PASS","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19059","R19059","101","48","41.0","41.0","41.0","41.0",0.964304837852482,0.823055983536063,0.225650218975076,0.897317067990918,2.88536305441961,"101","48","41.0","41.0","39.0","37.0",0.77516677197221,0.562425609747863,0.232361063036053,0.891658905351271,2.82532961219971,-24.5087899861517,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19059_accepted_hits.sorted.bam",FALSE,98035358,72261906,25773452,0.7371,0.6594,74923224,2510083,0.0324160635422687,0.447897866039127,19120888,1972205,6036025,15561168,0,0,0,0,0,0,0,8.28413408414923e-05,"PASS","PASS","WARN/FAIL","PASS","WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19060","R19060","101","46","41.0","41.0","41.0","41.0",0.972415915257845,0.881575270565139,0.0570106372370141,0.295060579587622,1.40965177298915,"101","47","37.0","32.0","29.5","29.5",0.532800358348457,0.293299246627333,0.0554663798587081,0.258021472646516,1.19692274923838,-23.0766363759177,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19060_accepted_hits.sorted.bam",FALSE,138707448,107924041,30783407,0.7781,0.6292,112345853,2910084,0.0252488858773496,0.492754863559177,33750182,3602969,8755427,22384266,0,0,0,0,0,0,0,5.37774877776955e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19061","R19061","101","47","41.0","41.0","41.0","41.0",0.972726644395807,0.880105311456538,0.136145465715792,1.04100405816798,5.55764533946771,"101","47","41.0","41.0","41.0","41.0",0.938408250224861,0.850271125027489,0.140416568247463,1.03880179516627,5.49929351495991,-11.5870747898441,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19061_accepted_hits.sorted.bam",FALSE,128912850,108125502,20787348,0.8387,0.7772,111773460,2426207,0.0212453071338641,0.402694033042738,23872976,1910287,6422273,27077627,0,0,0,0,0,0,0,0.000168558792167344,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19062","R19062","101","46","41.0","41.0","41.0","41.0",0.971249354039464,0.864032731313413,0.0923534398344356,0.523595825066816,2.89831669444845,"101","47","41.0","41.0","41.0","41.0",0.941188850206372,0.855798858743099,0.0986623314021294,0.528175539511945,2.86322208960511,-13.1465445861112,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19062_accepted_hits.sorted.bam",FALSE,161232760,137882600,23350160,0.8552,0.8021,143207754,2891774,0.0197931782503774,0.441777358263751,33427697,3556773,8411835,30270083,0,0,0,0,0,0,0,0.000127558892256323,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19063","R19063","101","45","41.0","41.0","41.0","41.0",0.972198102929471,0.882851597318767,0.0688759703006934,0.37987836027644,2.15861474284278,"101","46","41.0","37.0","34.5","34.5",0.699564376406837,0.5066026305284,0.0685282466962954,0.351162797744343,1.94312488564665,-13.6284087232972,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19063_accepted_hits.sorted.bam",FALSE,149831646,121261072,28570574,0.8093,0.7118,125392082,2643137,0.0206438276955655,0.403755812300523,28680845,2535687,7550765,32267829,0,0,0,0,0,0,0,0.00010697034902563,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19064","R19064","101","46","41.0","41.0","41.0","41.0",0.967070894056715,0.852792430425515,0.0992713908421785,0.683099057612164,3.76266424415906,"101","46","41.0","41.0","41.0","39.0",0.920828851837092,0.805129974103736,0.10383739869914,0.673595666910917,3.66474980038594,-10.4045066004658,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19064_accepted_hits.sorted.bam",FALSE,42006060,35434592,6571468,0.8436,0.7884,36399294,672275,0.0181345170472822,0.390513809916226,7526655,725199,1781294,9240575,0,0,0,0,0,0,0,0.000148937343348406,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN/PASS","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19065","R19065","101","50","41.0","41.0","41.0","41.0",0.968317568831735,0.86051090212438,0.220218224533421,0.865794926751286,3.81021310199554,"101","52","41.0","37.0","37.0","34.5",0.756555714649806,0.53722187239493,0.226754248244415,0.830014504737506,3.53897337942916,-16.1997894325078,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19065_accepted_hits.sorted.bam",FALSE,152049632,93798089,58251543,0.6169,0.5505,92147045,9342337,0.0920523587383752,0.410433455954139,23513021,2122297,10546530,21106418,0,0,0,0,0,0,0,9.19915820259762e-05,"PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19066","R19066","101","48","41.0","41.0","41.0","41.0",0.965229610561353,0.839709661748578,0.166169635275028,0.703410077981894,3.31879017500587,"101","49","37.0","37.0","34.5","32.0",0.649141986608722,0.434804227037144,0.157938790858386,0.614180696432859,2.79970130119908,-18.7724253787352,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19066_accepted_hits.sorted.bam",FALSE,70004968,49289972,20714996,0.7041,0.604,50370445,2321841,0.0440641539067028,0.390966835096732,11731786,1466656,4233842,12574829,0,0,0,0,0,0,0,0.00020491338658922,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19067","R19067","101","49","41.0","41.0","41.0","41.0",0.972420786024156,0.819181426757026,0.11269366703906,0.58867027337892,2.40703755992288,"101","49","41.0","41.0","41.0","39.0",0.900388768834259,0.725610389868934,0.114588949439028,0.579869162217856,2.35654901280827,-12.6825372736963,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19067_accepted_hits.sorted.bam",FALSE,193691452,151008749,42682703,0.7796,0.731,162419211,3662592,0.0220529397793207,0.455135434137449,39527320,7281122,14981428,25057510,0,0,0,0,0,0,0,0.000115337948537872,"PASS","PASS","PASS","PASS","WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19068","R19068","101","49","41.0","41.0","41.0","41.0",0.971516738541447,0.819027043185996,0.176237180665277,0.95319230538168,3.96059765513505,"101","50","41.0","41.0","41.0","39.0",0.914501002048347,0.755732464106609,0.17925414112525,0.941842161525035,3.90105764075942,-12.5649246183145,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19068_accepted_hits.sorted.bam",FALSE,190191422,133197096,56994326,0.7003,0.6508,142221854,3417413,0.0234649148570626,0.447830345466528,34471409,5508139,13484190,23510521,0,0,0,0,0,0,0,0.000122507321937435,"PASS","PASS","PASS","PASS","WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19069","R19069","101","49","41.0","41.0","41.0","41.0",0.974069012350156,0.85181314052036,0.131470119278869,0.704466008762772,2.86253850139711,"101","50","41.0","41.0","39.0","37.0",0.835936180904576,0.661138886471878,0.131311530473949,0.67993760693511,2.74419557044552,-9.02024516568018,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19069_accepted_hits.sorted.bam",FALSE,75667384,56687501,18979883,0.7492,0.6878,59510748,1634154,0.0267259239372074,0.465019445842555,15234257,2107602,4942968,10475646,0,0,0,0,0,0,0,8.76970895265847e-05,"PASS","PASS","PASS","PASS","WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
